strategy,n,total_r_net,avg_r_net,win_rate,pf_net,max_losing_streak,r_no_top5_net,r_no_top10_net,trades_per_week,trades_per_month
BTC_SWING_4H_failed_breakdown|BTCD_altseason|HTF1D|tgt3.0R,20,-3.23,-0.1613,0.25,0.76,6,-13.52,-10.5,0.09,0.38
BTC_SWING_4H_failed_breakdown|BTCD_altseason|HTF1D+12H|tgt2.0R,18,-3.23,-0.1796,0.278,0.72,6,-11.42,-8.4,0.08,0.34
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear|HTF1D|tgt4.0R,28,-3.25,-0.1161,0.321,0.73,4,-10.41,-11.82,0.4,1.72
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear|HTF1D+HTF4H|tgt3.0R,28,-3.25,-0.1161,0.321,0.73,4,-10.41,-11.82,0.4,1.72
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear|HTF1D+HTF4H|tgt4.0R,28,-3.25,-0.1161,0.321,0.73,4,-10.41,-11.82,0.4,1.72
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear|HTF1D|tgt3.0R,28,-3.25,-0.1161,0.321,0.73,4,-10.41,-11.82,0.4,1.72
BTC_INTRA_1H_pullback_ema50|DXY_strong_bear|HTF1D|tgt2.0R,14,-3.27,-0.2333,0.286,0.53,9,-6.83,-4.2,0.2,0.88
BTC_INTRA_1H_pullback_ema50|DXY_strong_bear|HTF1D+HTF4H|tgt2.0R,14,-3.27,-0.2333,0.286,0.53,9,-6.83,-4.2,0.2,0.88
BTC_SWING_4H_failed_breakdown|BTCD_altseason|HTF_none|tgt4.0R,21,-3.28,-0.156,0.238,0.78,7,-14.57,-11.55,0.08,0.36
BTC_SWING_4H_pullback_ema50|BTCD_strong_bull|HTF1D|tgt3.0R,12,-3.29,-0.2738,0.25,0.45,7,-5.87,-2.1,0.1,0.43
BTC_SWING_4H_pullback_ema50|BTCD_strong_bull|HTF1D|tgt4.0R,12,-3.29,-0.2738,0.25,0.45,7,-5.87,-2.1,0.1,0.43
BTC_SWING_4H_pullback_ema50|BTCD_strong_bull|HTF_none|tgt2.5R,12,-3.29,-0.2738,0.25,0.45,7,-5.87,-2.1,0.1,0.43
BTC_SWING_4H_pullback_ema50|BTCD_strong_bull|HTF_none|tgt3.0R,12,-3.29,-0.2738,0.25,0.45,7,-5.87,-2.1,0.1,0.43
BTC_SWING_4H_pullback_ema50|BTCD_strong_bull|HTF_none|tgt4.0R,12,-3.29,-0.2738,0.25,0.45,7,-5.87,-2.1,0.1,0.43
BTC_SWING_4H_pullback_ema50|BTCD_strong_bull|HTF1D|tgt2.5R,12,-3.29,-0.2738,0.25,0.45,7,-5.87,-2.1,0.1,0.43
BTC_SWING_4H_brk10_b50|DXY_strong_bear|HTF_none|tgt4.0R,53,-3.3,-0.0623,0.302,0.88,7,-18.84,-25.13,0.19,0.83
BTC_INTRA_1H_pullback_ema50|BTCD_bull|HTF1D+HTF4H|tgt3.0R,24,-3.3,-0.1375,0.292,0.67,6,-9.61,-9.72,0.35,1.51
BTC_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D|tgt4.0R,53,-3.3,-0.0623,0.302,0.88,7,-18.84,-25.13,0.19,0.83
BTC_INTRA_1H_pullback_ema50|BTCD_bull|HTF1D|tgt3.0R,24,-3.3,-0.1375,0.292,0.67,6,-9.61,-9.72,0.35,1.51
BTC_SWING_4H_brk10_b50|DXY_below_ema200|HTF1D+12H|tgt3.0R,63,-3.32,-0.0526,0.27,0.89,10,-18.07,-27.59,0.23,0.99
BTC_SWING_4H_brk10_b50|DXY_below_ema200|HTF_none|tgt3.0R,63,-3.32,-0.0526,0.27,0.89,10,-18.07,-27.59,0.23,0.99
BTC_SWING_4H_brk10_b50|DXY_below_ema200|HTF1D|tgt3.0R,63,-3.32,-0.0526,0.27,0.89,10,-18.07,-27.59,0.23,0.99
BTC_SWING_4H_failed_breakdown|BTCD_altseason|HTF1D|tgt2.5R,20,-3.33,-0.1667,0.25,0.75,6,-13.52,-10.5,0.09,0.38
BTC_SWING_4H_brk20_b50|DXY_bear|HTF1D+12H|tgt3.0R,59,-3.39,-0.0575,0.288,0.88,8,-18.14,-25.56,0.22,0.93
BTC_SWING_4H_brk20_b50|DXY_bear|HTF1D|tgt3.0R,59,-3.39,-0.0575,0.288,0.88,8,-18.14,-25.56,0.22,0.93
BTC_SWING_4H_brk20_b50|DXY_bear|HTF_none|tgt3.0R,59,-3.39,-0.0575,0.288,0.88,8,-18.14,-25.56,0.22,0.93
BTC_SWING_4H_pullback_ema50|BTCD_bull|HTF1D|tgt4.0R,27,-3.42,-0.1268,0.222,0.76,11,-14.52,-14.37,0.13,0.54
BTC_SWING_4H_pullback_ema50|BTCD_bull|HTF_none|tgt4.0R,27,-3.42,-0.1268,0.222,0.76,11,-14.52,-14.37,0.13,0.54
BTC_SWING_4H_brk10_b60|DXY_bear|HTF_none|tgt3.0R,63,-3.48,-0.0552,0.302,0.89,9,-18.23,-26.32,0.23,0.99
BTC_SWING_4H_brk10_b60|DXY_bear|HTF1D|tgt3.0R,63,-3.48,-0.0552,0.302,0.89,9,-18.23,-26.32,0.23,0.99
BTC_SWING_4H_brk10_b60|DXY_bear|HTF1D+12H|tgt3.0R,63,-3.48,-0.0552,0.302,0.89,9,-18.23,-26.32,0.23,0.99
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_bull|HTF_none|tgt3.0R,12,-3.57,-0.2978,0.25,0.52,4,-7.35,-2.1,0.1,0.43
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_bull|HTF1D|tgt3.0R,12,-3.57,-0.2978,0.25,0.52,4,-7.35,-2.1,0.1,0.43
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt3.0R,12,-3.57,-0.2978,0.25,0.52,4,-7.35,-2.1,0.1,0.43
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_altseason|HTF_none|tgt2.5R,14,-3.58,-0.2556,0.286,0.61,4,-9.22,-4.2,0.07,0.29
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_altseason|HTF1D|tgt2.5R,14,-3.58,-0.2556,0.286,0.61,4,-9.22,-4.2,0.07,0.29
BTC_SWING_4H_brk10_b50|no_macro|HTF1D+12H|tgt2.5R,110,-3.64,-0.0331,0.309,0.93,7,-15.89,-28.14,0.4,1.73
BTC_SWING_4H_pullback_ema50|DXY_bear|HTF_none|tgt3.0R,26,-3.66,-0.1409,0.231,0.67,6,-10.95,-10.8,0.11,0.49
BTC_SWING_4H_pullback_ema50|DXY_bear|HTF1D|tgt3.0R,26,-3.66,-0.1409,0.231,0.67,6,-10.95,-10.8,0.11,0.49
BTC_SWING_4H_pullback_ema50|DXY_bear|HTF1D+12H|tgt3.0R,26,-3.66,-0.1409,0.231,0.67,6,-10.95,-10.8,0.11,0.49
BTC_SWING_4H_brk20_b50|DXY_below_ema200|HTF1D+12H|tgt2.5R,54,-3.68,-0.0681,0.296,0.87,8,-15.93,-25.91,0.2,0.85
BTC_SWING_4H_brk20_b50|DXY_below_ema200|HTF_none|tgt2.5R,54,-3.68,-0.0681,0.296,0.87,8,-15.93,-25.91,0.2,0.85
BTC_SWING_4H_brk20_b50|DXY_below_ema200|HTF1D|tgt2.5R,54,-3.68,-0.0681,0.296,0.87,8,-15.93,-25.91,0.2,0.85
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_bull|HTF_none|tgt3.0R,15,-3.7,-0.2464,0.2,0.51,6,-7.5,-5.25,0.12,0.51
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D|tgt3.0R,15,-3.7,-0.2464,0.2,0.51,6,-7.5,-5.25,0.12,0.51
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D+12H|tgt3.0R,15,-3.7,-0.2464,0.2,0.51,6,-7.5,-5.25,0.12,0.51
BTC_SWING_4H_brk10_b60|DXY_strong_bear|HTF1D+12H|tgt2.5R,48,-3.75,-0.0781,0.333,0.85,7,-16.0,-22.88,0.18,0.75
BTC_SWING_4H_brk10_b60|DXY_strong_bear|HTF1D|tgt3.0R,49,-3.75,-0.0766,0.327,0.85,7,-17.64,-23.93,0.18,0.77
BTC_SWING_4H_brk10_b60|DXY_strong_bear|HTF_none|tgt3.0R,49,-3.75,-0.0766,0.327,0.85,7,-17.64,-23.93,0.18,0.77
BTC_SWING_4H_brk10_b70|DXY_bear|HTF_none|tgt2.0R,53,-3.8,-0.0717,0.321,0.85,7,-13.55,-21.36,0.19,0.83
BTC_SWING_4H_brk10_b70|DXY_bear|HTF1D+12H|tgt2.0R,53,-3.8,-0.0717,0.321,0.85,7,-13.55,-21.36,0.19,0.83
BTC_SWING_4H_brk10_b70|DXY_bear|HTF1D|tgt2.0R,53,-3.8,-0.0717,0.321,0.85,7,-13.55,-21.36,0.19,0.83
BTC_INTRA_1H_pullback_ema50|BTCD_bull|HTF1D+HTF4H|tgt2.5R,24,-3.8,-0.1583,0.292,0.62,6,-9.61,-9.72,0.35,1.51
BTC_INTRA_1H_pullback_ema50|BTCD_bull|HTF1D|tgt2.5R,24,-3.8,-0.1583,0.292,0.62,6,-9.61,-9.72,0.35,1.51
BTC_INTRA_1H_brk_dec_b70_r15|DXY_strong_bear|HTF1D|tgt2.5R,20,-3.81,-0.1907,0.25,0.52,5,-7.97,-7.67,0.29,1.23
BTC_INTRA_1H_brk_dec_b70_r15|DXY_strong_bear|HTF1D+HTF4H|tgt2.5R,20,-3.81,-0.1907,0.25,0.52,5,-7.97,-7.67,0.29,1.23
BTC_INTRA_1H_brk_dec_b70_r15|DXY_strong_bear|HTF1D+HTF4H|tgt4.0R,20,-3.81,-0.1907,0.25,0.52,5,-7.97,-7.67,0.29,1.23
BTC_INTRA_1H_brk_dec_b70_r15|DXY_strong_bear|HTF1D+HTF4H|tgt3.0R,20,-3.81,-0.1907,0.25,0.52,5,-7.97,-7.67,0.29,1.23
BTC_INTRA_1H_brk_dec_b70_r15|DXY_strong_bear|HTF1D|tgt3.0R,20,-3.81,-0.1907,0.25,0.52,5,-7.97,-7.67,0.29,1.23
BTC_INTRA_1H_brk_dec_b70_r15|DXY_strong_bear|HTF1D|tgt4.0R,20,-3.81,-0.1907,0.25,0.52,5,-7.97,-7.67,0.29,1.23
BTC_SWING_4H_pullback_ema50|DXY_strong_bear|HTF_none|tgt2.0R,21,-3.85,-0.1833,0.286,0.61,4,-9.73,-9.55,0.1,0.41
BTC_SWING_4H_pullback_ema50|DXY_strong_bear|HTF1D+12H|tgt2.0R,21,-3.85,-0.1833,0.286,0.61,4,-9.73,-9.55,0.1,0.41
BTC_SWING_4H_pullback_ema50|DXY_strong_bear|HTF1D|tgt2.0R,21,-3.85,-0.1833,0.286,0.61,4,-9.73,-9.55,0.1,0.41
BTC_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D+12H|tgt3.0R,52,-3.9,-0.0751,0.308,0.85,7,-17.79,-24.08,0.19,0.82
BTC_INTRA_1H_pullback_ema50|no_macro|HTF1D+HTF4H|tgt2.5R,40,-3.92,-0.0979,0.325,0.77,6,-14.1,-16.62,0.57,2.45
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_bull|HTF1D|tgt2.5R,12,-4.07,-0.3394,0.25,0.45,4,-7.35,-2.1,0.1,0.43
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_bull|HTF_none|tgt2.5R,12,-4.07,-0.3394,0.25,0.45,4,-7.35,-2.1,0.1,0.43
BTC_SWING_4H_pullback_ema50|DXY_bear|HTF_none|tgt2.5R,26,-4.07,-0.1566,0.231,0.63,6,-10.95,-10.8,0.11,0.49
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt2.5R,12,-4.07,-0.3394,0.25,0.45,4,-7.35,-2.1,0.1,0.43
BTC_SWING_4H_pullback_ema50|DXY_bear|HTF1D+12H|tgt2.5R,26,-4.07,-0.1566,0.231,0.63,6,-10.95,-10.8,0.11,0.49
BTC_SWING_4H_pullback_ema50|DXY_bear|HTF1D|tgt2.5R,26,-4.07,-0.1566,0.231,0.63,6,-10.95,-10.8,0.11,0.49
BTC_INTRA_1H_pullback_ema50|no_macro|HTF1D|tgt3.0R,41,-4.08,-0.0996,0.317,0.77,6,-15.15,-17.67,0.59,2.51
BTC_SWING_4H_pullback_ema50|DXY_below_ema200|HTF_none|tgt2.5R,23,-4.1,-0.1781,0.174,0.59,6,-9.9,-9.65,0.09,0.38
BTC_SWING_4H_pullback_ema50|DXY_below_ema200|HTF1D+12H|tgt2.5R,23,-4.1,-0.1781,0.174,0.59,6,-9.9,-9.65,0.09,0.38
BTC_SWING_4H_pullback_ema50|DXY_below_ema200|HTF1D|tgt2.5R,23,-4.1,-0.1781,0.174,0.59,6,-9.9,-9.65,0.09,0.38
BTC_SWING_4H_pullback_ema50|no_macro|HTF1D|tgt4.0R,49,-4.16,-0.085,0.245,0.83,11,-19.02,-23.94,0.18,0.78
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_bull|HTF_none|tgt2.5R,15,-4.2,-0.2798,0.2,0.45,6,-7.5,-5.25,0.12,0.51
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D|tgt2.5R,15,-4.2,-0.2798,0.2,0.45,6,-7.5,-5.25,0.12,0.51
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.5R,15,-4.2,-0.2798,0.2,0.45,6,-7.5,-5.25,0.12,0.51
BTC_SWING_4H_brk10_b50|no_macro|HTF1D+12H|tgt2.0R,113,-4.26,-0.0377,0.336,0.92,8,-14.01,-23.76,0.41,1.77
BTC_SWING_4H_failed_breakdown|DXY_bear|HTF1D+12H|tgt2.0R,42,-4.26,-0.1014,0.238,0.77,7,-14.01,-18.71,0.16,0.67
BTC_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D|tgt2.0R,56,-4.27,-0.0762,0.321,0.85,9,-14.02,-23.77,0.21,0.89
BTC_SWING_4H_brk10_b60|DXY_below_ema200|HTF_none|tgt2.0R,56,-4.27,-0.0762,0.321,0.85,9,-14.02,-23.77,0.21,0.89
BTC_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D+12H|tgt2.0R,56,-4.27,-0.0762,0.321,0.85,9,-14.02,-23.77,0.21,0.89
BTC_SWING_4H_failed_breakdown|BTCD_altseason|HTF_none|tgt3.0R,21,-4.28,-0.2036,0.238,0.71,7,-14.57,-11.55,0.08,0.36
BTC_SWING_4H_brk10_b70|DXY_below_ema200|HTF1D|tgt2.0R,45,-4.3,-0.0956,0.311,0.8,7,-14.05,-20.91,0.17,0.71
BTC_INTRA_1H_pullback_ema50|BTCD_bull|HTF1D|tgt2.0R,24,-4.3,-0.1792,0.292,0.56,6,-9.61,-9.72,0.35,1.51
BTC_SWING_4H_brk10_b70|DXY_below_ema200|HTF1D+12H|tgt2.0R,45,-4.3,-0.0956,0.311,0.8,7,-14.05,-20.91,0.17,0.71
BTC_INTRA_1H_pullback_ema50|BTCD_bull|HTF1D+HTF4H|tgt2.0R,24,-4.3,-0.1792,0.292,0.56,6,-9.61,-9.72,0.35,1.51
BTC_SWING_4H_brk10_b70|DXY_below_ema200|HTF_none|tgt2.0R,45,-4.3,-0.0956,0.311,0.8,7,-14.05,-20.91,0.17,0.71
BTC_SWING_4H_brk10_b50|DXY_bear|HTF_none|tgt4.0R,70,-4.34,-0.062,0.271,0.87,9,-21.74,-29.23,0.26,1.1
BTC_SWING_4H_brk10_b50|DXY_bear|HTF1D|tgt4.0R,70,-4.34,-0.062,0.271,0.87,9,-21.74,-29.23,0.26,1.1
BTC_SWING_4H_brk10_b50|DXY_bear|HTF1D+12H|tgt4.0R,70,-4.34,-0.062,0.271,0.87,9,-21.74,-29.23,0.26,1.1
BTC_SWING_4H_pullback_ema50|BTCD_bull|HTF1D+12H|tgt3.0R,26,-4.37,-0.1682,0.231,0.68,11,-13.47,-13.32,0.12,0.52
BTC_SWING_4H_brk10_b60|DXY_strong_bear|HTF1D+12H|tgt2.0R,48,-4.37,-0.0911,0.354,0.82,7,-14.12,-21.94,0.18,0.75
BTC_SWING_4H_failed_breakdown|BTCD_altseason|HTF_none|tgt2.5R,21,-4.38,-0.2087,0.238,0.7,7,-14.57,-11.55,0.08,0.36
BTC_SWING_4H_brk10_b50|no_macro|HTF1D|tgt2.5R,111,-4.41,-0.0397,0.306,0.92,7,-16.66,-28.91,0.41,1.74
BTC_SWING_4H_brk10_b50|no_macro|HTF_none|tgt2.5R,111,-4.41,-0.0397,0.306,0.92,7,-16.66,-28.91,0.41,1.74
BTC_SWING_4H_failed_breakdown|DXY_bear|HTF1D|tgt2.0R,45,-4.41,-0.098,0.244,0.79,7,-14.16,-20.42,0.17,0.72
BTC_SWING_4H_failed_breakdown|DXY_bear|HTF_none|tgt2.0R,45,-4.41,-0.098,0.244,0.79,7,-14.16,-20.42,0.17,0.72
BTC_SWING_4H_failed_breakdown|no_macro|HTF_none|tgt2.0R,72,-4.45,-0.0619,0.278,0.88,8,-14.2,-23.95,0.27,1.14
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_bull|HTF_none|tgt2.0R,12,-4.57,-0.3811,0.25,0.39,4,-7.35,-2.1,0.1,0.43
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_bull|HTF1D|tgt2.0R,12,-4.57,-0.3811,0.25,0.39,4,-7.35,-2.1,0.1,0.43
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt2.0R,12,-4.57,-0.3811,0.25,0.39,4,-7.35,-2.1,0.1,0.43
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_altseason|HTF_none|tgt2.0R,14,-4.58,-0.327,0.286,0.51,4,-9.22,-4.2,0.07,0.29
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_altseason|HTF1D|tgt2.0R,14,-4.58,-0.327,0.286,0.51,4,-9.22,-4.2,0.07,0.29
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.0R,15,-4.7,-0.3131,0.2,0.38,6,-7.5,-5.25,0.12,0.51
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_bull|HTF_none|tgt2.0R,15,-4.7,-0.3131,0.2,0.38,6,-7.5,-5.25,0.12,0.51
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D|tgt2.0R,15,-4.7,-0.3131,0.2,0.38,6,-7.5,-5.25,0.12,0.51
BTC_SWING_4H_brk10_b60|DXY_strong_bear|HTF1D|tgt2.5R,49,-4.8,-0.0979,0.327,0.81,7,-17.05,-23.93,0.18,0.77
BTC_SWING_4H_brk10_b60|DXY_strong_bear|HTF_none|tgt2.5R,49,-4.8,-0.0979,0.327,0.81,7,-17.05,-23.93,0.18,0.77
BTC_SWING_4H_brk20_b50|DXY_bear|HTF_none|tgt2.5R,59,-4.94,-0.0837,0.288,0.83,8,-17.19,-25.56,0.22,0.93
BTC_SWING_4H_brk20_b50|DXY_bear|HTF1D+12H|tgt2.5R,59,-4.94,-0.0837,0.288,0.83,8,-17.19,-25.56,0.22,0.93
BTC_SWING_4H_brk20_b50|DXY_bear|HTF1D|tgt2.5R,59,-4.94,-0.0837,0.288,0.83,8,-17.19,-25.56,0.22,0.93
BTC_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D+12H|tgt2.5R,52,-4.95,-0.0951,0.308,0.81,7,-17.2,-24.08,0.19,0.82
BTC_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D|tgt3.0R,53,-4.95,-0.0935,0.302,0.82,7,-18.84,-25.13,0.19,0.83
BTC_SWING_4H_brk10_b50|DXY_strong_bear|HTF_none|tgt3.0R,53,-4.95,-0.0935,0.302,0.82,7,-18.84,-25.13,0.19,0.83
BTC_INTRA_1H_pullback_ema50|no_macro|HTF1D|tgt2.5R,41,-4.97,-0.1211,0.317,0.73,6,-15.15,-17.67,0.59,2.51
BTC_SWING_4H_brk10_b50|no_macro|HTF1D|tgt2.0R,114,-5.02,-0.044,0.333,0.91,8,-14.77,-24.52,0.42,1.79
BTC_SWING_4H_brk10_b50|no_macro|HTF_none|tgt2.0R,114,-5.02,-0.044,0.333,0.91,8,-14.77,-24.52,0.42,1.79
BTC_SWING_4H_brk10_b60|DXY_bear|HTF1D|tgt2.5R,63,-5.02,-0.0797,0.302,0.84,9,-17.27,-26.32,0.23,0.99
BTC_SWING_4H_brk10_b60|DXY_bear|HTF_none|tgt2.5R,63,-5.02,-0.0797,0.302,0.84,9,-17.27,-26.32,0.23,0.99
BTC_SWING_4H_brk10_b60|DXY_bear|HTF1D+12H|tgt2.5R,63,-5.02,-0.0797,0.302,0.84,9,-17.27,-26.32,0.23,0.99
BTC_SWING_4H_pullback_ema50|DXY_bear|HTF1D|tgt2.0R,26,-5.07,-0.1951,0.231,0.54,6,-10.95,-10.8,0.11,0.49
BTC_SWING_4H_pullback_ema50|DXY_bear|HTF_none|tgt2.0R,26,-5.07,-0.1951,0.231,0.54,6,-10.95,-10.8,0.11,0.49
BTC_SWING_4H_pullback_ema50|DXY_bear|HTF1D+12H|tgt2.0R,26,-5.07,-0.1951,0.231,0.54,6,-10.95,-10.8,0.11,0.49
BTC_SWING_4H_pullback_ema50|DXY_below_ema200|HTF1D+12H|tgt2.0R,23,-5.1,-0.2216,0.174,0.49,6,-9.9,-9.65,0.09,0.38
BTC_SWING_4H_pullback_ema50|DXY_below_ema200|HTF_none|tgt2.0R,23,-5.1,-0.2216,0.174,0.49,6,-9.9,-9.65,0.09,0.38
BTC_SWING_4H_pullback_ema50|DXY_below_ema200|HTF1D|tgt2.0R,23,-5.1,-0.2216,0.174,0.49,6,-9.9,-9.65,0.09,0.38
BTC_SWING_4H_pullback_ema50|no_macro|HTF1D+12H|tgt3.0R,48,-5.11,-0.1065,0.25,0.78,11,-17.97,-22.89,0.18,0.77
BTC_INTRA_1H_brk_dec_b60_r12|no_macro|HTF1D+HTF4H|tgt2.0R,68,-5.33,-0.0783,0.309,0.82,7,-15.08,-24.83,0.97,4.15
BTC_SWING_4H_failed_breakdown|BTCD_altseason|HTF1D|tgt2.0R,20,-5.33,-0.2667,0.25,0.61,6,-13.52,-10.5,0.09,0.38
BTC_SWING_4H_brk10_b50|DXY_below_ema200|HTF1D|tgt2.5R,63,-5.36,-0.0851,0.27,0.83,10,-17.61,-27.59,0.23,0.99
BTC_SWING_4H_brk10_b50|DXY_below_ema200|HTF_none|tgt2.5R,63,-5.36,-0.0851,0.27,0.83,10,-17.61,-27.59,0.23,0.99
BTC_SWING_4H_brk10_b50|DXY_below_ema200|HTF1D+12H|tgt2.5R,63,-5.36,-0.0851,0.27,0.83,10,-17.61,-27.59,0.23,0.99
BTC_SWING_4H_pullback_ema50|BTCD_bull|HTF1D+12H|tgt2.5R,26,-5.37,-0.2066,0.231,0.6,11,-13.47,-13.32,0.12,0.52
BTC_SWING_4H_brk10_b60|DXY_strong_bear|HTF1D|tgt2.0R,49,-5.42,-0.1107,0.347,0.79,7,-15.17,-22.99,0.18,0.77
BTC_SWING_4H_brk10_b60|DXY_strong_bear|HTF_none|tgt2.0R,49,-5.42,-0.1107,0.347,0.79,7,-15.17,-22.99,0.18,0.77
BTC_SWING_4H_pullback_ema50|BTCD_bull|HTF_none|tgt3.0R,27,-5.42,-0.2008,0.222,0.63,11,-14.52,-14.37,0.13,0.54
BTC_INTRA_1H_pullback_ema50|no_macro|HTF1D+HTF4H|tgt2.0R,40,-5.42,-0.1354,0.325,0.68,6,-14.1,-16.62,0.57,2.45
BTC_SWING_4H_pullback_ema50|BTCD_bull|HTF1D|tgt3.0R,27,-5.42,-0.2008,0.222,0.63,11,-14.52,-14.37,0.13,0.54
BTC_SWING_4H_pullback_ema50|no_macro|HTF_none|tgt4.0R,50,-5.51,-0.1103,0.24,0.78,11,-20.37,-24.99,0.19,0.8
BTC_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D+12H|tgt2.0R,52,-5.57,-0.1072,0.327,0.78,7,-15.32,-23.14,0.19,0.82
BTC_SWING_4H_brk10_b60|DXY_bear|HTF1D+12H|tgt2.0R,63,-5.72,-0.0908,0.317,0.81,9,-15.47,-25.22,0.23,0.99
BTC_SWING_4H_brk10_b60|DXY_bear|HTF_none|tgt2.0R,63,-5.72,-0.0908,0.317,0.81,9,-15.47,-25.22,0.23,0.99
BTC_SWING_4H_pullback_ema50|no_macro|HTF1D+12H|tgt2.5R,48,-5.72,-0.1192,0.25,0.75,11,-17.97,-22.89,0.18,0.77
BTC_SWING_4H_brk10_b60|DXY_bear|HTF1D|tgt2.0R,63,-5.72,-0.0908,0.317,0.81,9,-15.47,-25.22,0.23,0.99
BTC_SWING_4H_brk10_b50|DXY_strong_bear|HTF_none|tgt2.5R,53,-6.0,-0.1131,0.302,0.78,7,-18.25,-25.13,0.19,0.83
BTC_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D|tgt2.5R,53,-6.0,-0.1131,0.302,0.78,7,-18.25,-25.13,0.19,0.83
BTC_SWING_4H_brk20_b50|DXY_bear|HTF1D+12H|tgt2.0R,59,-6.06,-0.1028,0.305,0.79,8,-15.81,-24.67,0.22,0.93
BTC_SWING_4H_brk20_b50|DXY_bear|HTF1D|tgt2.0R,59,-6.06,-0.1028,0.305,0.79,8,-15.81,-24.67,0.22,0.93
BTC_SWING_4H_brk20_b50|DXY_bear|HTF_none|tgt2.0R,59,-6.06,-0.1028,0.305,0.79,8,-15.81,-24.67,0.22,0.93
BTC_SWING_4H_pullback_ema50|BTCD_bull|HTF1D+12H|tgt2.0R,26,-6.15,-0.2366,0.231,0.54,11,-13.47,-13.32,0.12,0.52
BTC_SWING_4H_pullback_ema50|no_macro|HTF1D|tgt3.0R,49,-6.16,-0.1258,0.245,0.75,11,-19.02,-23.94,0.18,0.78
BTC_SWING_4H_failed_breakdown|BTCD_altseason|HTF_none|tgt2.0R,21,-6.38,-0.304,0.238,0.56,7,-14.57,-11.55,0.08,0.36
BTC_SWING_4H_pullback_ema50|BTCD_bull|HTF1D|tgt2.5R,27,-6.42,-0.2379,0.222,0.56,11,-14.52,-14.37,0.13,0.54
BTC_SWING_4H_pullback_ema50|BTCD_bull|HTF_none|tgt2.5R,27,-6.42,-0.2379,0.222,0.56,11,-14.52,-14.37,0.13,0.54
BTC_INTRA_1H_pullback_ema50|no_macro|HTF1D|tgt2.0R,41,-6.47,-0.1577,0.317,0.64,6,-15.15,-17.67,0.59,2.51
BTC_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D|tgt2.0R,53,-6.62,-0.125,0.321,0.75,7,-16.37,-24.19,0.19,0.83
BTC_SWING_4H_brk10_b50|DXY_strong_bear|HTF_none|tgt2.0R,53,-6.62,-0.125,0.321,0.75,7,-16.37,-24.19,0.19,0.83
BTC_SWING_4H_pullback_ema50|no_macro|HTF1D|tgt2.5R,49,-6.77,-0.1381,0.245,0.72,11,-19.02,-23.94,0.18,0.78
BTC_SWING_4H_brk10_b50|DXY_bear|HTF1D+12H|tgt3.0R,70,-6.99,-0.0999,0.271,0.79,9,-21.74,-29.23,0.26,1.1
BTC_SWING_4H_brk10_b50|DXY_bear|HTF_none|tgt3.0R,70,-6.99,-0.0999,0.271,0.79,9,-21.74,-29.23,0.26,1.1
BTC_SWING_4H_brk10_b50|DXY_bear|HTF1D|tgt3.0R,70,-6.99,-0.0999,0.271,0.79,9,-21.74,-29.23,0.26,1.1
BTC_SWING_4H_pullback_ema50|no_macro|HTF1D+12H|tgt2.0R,48,-7.08,-0.1475,0.25,0.7,11,-16.83,-22.89,0.18,0.77
