bar_idx,datetime,f1_swept_low_reclaim,f1_sweep_depth_atr,f1_bars_since_sweep,f1_swept_high_reject,f2_flush_state,f2_drop_atr,f2_velocity_atr_bar,f2_range_expansion,f2_consec_down,f2_flush_bars,f3_acceptance_state,f3_closes_above_res,f3_rejections_at_res,f3_breaks_support,f4_structure_state,f4_BOS,f4_CHoCH,f4_n_pivots,f6_svp_state,f6_above_value,f6_below_value,f6_dist_poc_atr,f5_range_pos_4h,f5_range_pct_4h,f5_range_pos_1d,f5_range_pct_1d,f7_regime_traj,f7_combined_slope,f7_cascade_now,f7_distribution_onset,f7_macro_broken_recent
8403,2025-06-09,0,0.0,-1,0,GRIND_DOWN,5.11,0.51,1.07,0,10,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,1748,ACCEPTING_ABOVE_VALUE,5,7,0.78,EQUILIBRIUM,0.37,PREMIUM,0.75,REGIME_STABLE_BULL,-0.167,1.0,0,0
8431,2025-06-16,0,0.0,-1,1,MIXED_DECLINE,1.41,0.47,1.03,2,3,ACCEPTED_ABOVE_RES,16,1,0,STRUCTURE_UP,1,0,1753,IN_VALUE,6,3,-0.36,PREMIUM,0.7,PREMIUM,0.84,REGIME_IMPROVING,0.333,3.0,0,0
8460,2025-06-23,0,0.0,-1,0,GRIND_DOWN,3.21,0.25,0.89,0,13,HOLDING_SUPPORT,0,0,0,STRUCTURE_DOWN,0,0,1759,IN_VALUE,3,5,-0.39,DISCOUNT,0.28,EQUILIBRIUM,0.54,REGIME_DETERIORATING,-0.333,2.0,0,0
8479,2025-06-26,0,0.0,-1,1,MIXED_DECLINE,1.42,1.42,0.82,0,1,ACCEPTED_ABOVE_RES,6,3,1,STRUCTURE_RANGE,1,0,1765,IN_VALUE,3,6,0.07,EQUILIBRIUM,0.46,EQUILIBRIUM,0.46,REGIME_STABLE_BULL,0.0,1.0,0,0
8497,2025-07-01,0,0.0,-1,0,GRIND_DOWN,4.93,0.49,1.3,0,10,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,1768,ACCEPTING_ABOVE_VALUE,5,3,0.78,PREMIUM,0.96,EQUILIBRIUM,0.48,REGIME_DETERIORATING,-0.333,0.0,0,0
8544,2025-07-11,0,0.0,-1,1,MIXED_DECLINE,1.46,0.73,1.02,0,2,ACCEPTED_ABOVE_RES,2,2,7,STRUCTURE_RANGE,1,0,1778,ACCEPTING_ABOVE_VALUE,5,7,0.4,PREMIUM,0.93,EQUILIBRIUM,0.45,REGIME_STABLE_BULL,-0.167,1.0,0,0
8589,2025-07-22,0,0.0,-1,0,MIXED_DECLINE,1.08,0.36,0.54,0,3,ACCEPTED_ABOVE_RES,11,0,10,STRUCTURE_RANGE,1,0,1789,ACCEPTING_ABOVE_VALUE,10,3,2.86,PREMIUM,0.98,PREMIUM,0.99,REGIME_STABLE_BULL,0.167,3.0,0,0
8622,2025-07-30,0,0.0,-1,0,MIXED_DECLINE,1.5,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,6,2,0,STRUCTURE_DOWN,0,0,1794,IN_VALUE,7,5,0.23,EQUILIBRIUM,0.51,EQUILIBRIUM,0.37,REGIME_DETERIORATING,-0.5,0.0,0,0
8635,2025-08-01,0,0.0,-1,0,MIXED_DECLINE,1.59,0.4,0.74,0,4,ACCEPTED_ABOVE_RES,7,1,1,STRUCTURE_RANGE,1,0,1798,ACCEPTING_ABOVE_VALUE,6,5,2.38,PREMIUM,0.85,EQUILIBRIUM,0.43,REGIME_DETERIORATING,-0.5,-1.0,0,0
8659,2025-08-07,0,0.0,-1,1,MIXED_DECLINE,2.06,0.41,0.6,0,5,REJECTED_AT_RES,0,2,0,STRUCTURE_UP,0,0,1802,IN_VALUE,4,4,0.28,PREMIUM,0.74,PREMIUM,0.68,REGIME_IMPROVING,0.333,2.0,0,1
8765,2025-09-02,0,0.0,-1,0,MIXED_DECLINE,1.44,1.44,0.82,1,1,ACCEPTED_ABOVE_RES,2,0,2,STRUCTURE_UP,1,0,1826,IN_VALUE,8,2,0.06,PREMIUM,0.88,PREMIUM,0.8,REGIME_IMPROVING,0.333,3.0,0,0
8823,2025-09-15,0,0.0,-1,0,MIXED_DECLINE,1.97,0.39,0.84,1,5,ACCEPTED_ABOVE_RES,3,0,2,STRUCTURE_RANGE,1,0,1837,ACCEPTING_ABOVE_VALUE,4,3,2.37,PREMIUM,0.91,PREMIUM,0.98,REGIME_STABLE_BULL,0.167,3.0,0,0
8858,2025-09-23,0,0.0,-1,0,FLUSH_V,3.93,0.98,1.56,2,4,ACCEPTED_ABOVE_RES,9,0,0,STRUCTURE_UP,1,0,1840,IN_VALUE,9,0,0.06,PREMIUM,0.91,PREMIUM,0.97,REGIME_STABLE_BULL,0.0,3.0,0,0
8878,2025-09-28,0,0.0,-1,1,FLUSH_V,1.85,1.85,1.75,0,1,ACCEPTED_ABOVE_RES,5,4,0,STRUCTURE_RANGE,1,0,1844,IN_VALUE,6,7,0.21,PREMIUM,0.86,PREMIUM,0.97,REGIME_IMPROVING,0.333,3.0,0,0
8893,2025-10-01,0,0.0,-1,1,MIXED_DECLINE,2.82,0.0,0.0,1,0,ACCEPTED_ABOVE_RES,2,1,4,STRUCTURE_UP,1,0,1846,IN_VALUE,9,1,0.23,PREMIUM,0.85,PREMIUM,0.94,REGIME_STABLE_BULL,-0.167,2.0,0,0
8905,2025-10-03,0,0.0,-1,0,FLUSH_V,3.22,3.22,2.15,0,1,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,1850,ACCEPTING_ABOVE_VALUE,6,2,1.08,PREMIUM,0.86,PREMIUM,0.96,REGIME_STABLE_BULL,0.0,2.0,0,0
8923,2025-10-08,0,0.0,-1,0,FLUSH_V,3.23,3.23,2.15,1,1,ACCEPTED_ABOVE_RES,16,0,5,STRUCTURE_UP,1,0,1851,IN_VALUE,12,2,0.37,PREMIUM,0.94,PREMIUM,0.95,REGIME_STABLE_BULL,0.0,3.0,0,0
8940,2025-10-13,0,0.0,-1,1,FLUSH_V,2.77,2.77,2.99,0,1,ACCEPTED_ABOVE_RES,2,2,0,STRUCTURE_DOWN,0,0,1855,IN_VALUE,6,3,0.34,PREMIUM,0.98,PREMIUM,0.92,REGIME_STABLE_BULL,-0.167,1.0,0,0
8966,2025-10-17,0,0.0,-1,0,FLUSH_V,3.71,0.93,1.79,3,4,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1859,BELOW_VALUE_REJECTED,7,3,-1.89,EQUILIBRIUM,0.39,PREMIUM,0.79,REGIME_STABLE_BULL,0.0,3.0,0,0
8978,2025-10-21,0,0.0,-1,0,FLUSH_V,4.59,0.92,1.28,5,5,BROKE_SUPPORT,0,0,2,STRUCTURE_UP,0,1,1861,BELOW_VALUE_REJECTED,6,7,-3.45,DISCOUNT,0.1,EQUILIBRIUM,0.59,REGIME_STABLE_BULL,0.167,2.0,0,0
9007,2025-10-28,0,0.0,-1,0,GRIND_DOWN,5.16,0.52,0.98,0,10,REJECTED_AT_RES,1,3,8,STRUCTURE_RANGE,0,0,1867,IN_VALUE,3,8,0.1,DISCOUNT,0.19,DISCOUNT,0.25,REGIME_STABLE_BULL,-0.167,1.0,0,0
9081,2025-11-13,0,0.0,-1,0,MIXED_DECLINE,1.48,0.49,0.94,0,3,ACCEPTED_ABOVE_RES,8,0,0,STRUCTURE_UP,1,0,1879,BELOW_VALUE_REJECTED,7,5,-0.62,EQUILIBRIUM,0.5,EQUILIBRIUM,0.58,REGIME_IMPROVING,0.333,3.0,0,0
9105,2025-11-19,0,0.0,-1,0,GRIND_DOWN,5.59,0.43,1.18,2,13,HOLDING_SUPPORT,0,0,0,STRUCTURE_DOWN,0,0,1885,IN_VALUE,7,6,-0.05,EQUILIBRIUM,0.59,EQUILIBRIUM,0.53,REGIME_STABLE_BULL,-0.167,2.0,0,0
9199,2025-12-11,0,0.0,-1,0,MIXED_DECLINE,1.8,1.8,0.91,0,1,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1905,ACCEPTING_ABOVE_VALUE,4,7,0.27,PREMIUM,0.77,PREMIUM,0.81,REGIME_STABLE_BULL,0.0,1.0,0,0
9215,2025-12-16,0,0.0,-1,0,MIXED_DECLINE,2.44,0.49,0.88,6,5,REJECTED_AT_RES,0,2,3,STRUCTURE_RANGE,0,0,1909,IN_VALUE,7,3,-0.08,EQUILIBRIUM,0.57,PREMIUM,0.82,REGIME_STABLE_BULL,0.0,2.0,0,0
9243,2025-12-22,0,0.0,-1,0,MIXED_DECLINE,2.57,1.28,0.74,0,2,ACCEPTED_ABOVE_RES,6,0,0,STRUCTURE_UP,1,0,1913,ACCEPTING_ABOVE_VALUE,3,2,1.15,PREMIUM,0.96,PREMIUM,0.99,REGIME_STABLE_BULL,-0.167,2.0,0,0
9256,2025-12-26,0,0.0,-1,1,MIXED_DECLINE,2.19,0.55,0.97,0,4,BROKE_SUPPORT,0,1,4,STRUCTURE_UP,0,0,1916,IN_VALUE,4,3,0.21,PREMIUM,0.9,PREMIUM,0.91,REGIME_STABLE_BULL,0.0,2.0,0,0
9287,2026-01-05,0,0.0,-1,0,MIXED_DECLINE,3.18,0.79,1.09,0,4,ACCEPTED_ABOVE_RES,3,0,1,STRUCTURE_RANGE,1,0,1922,ACCEPTING_ABOVE_VALUE,6,4,0.36,PREMIUM,0.98,PREMIUM,0.7,REGIME_STABLE_BULL,-0.167,2.0,0,0
9297,2026-01-06,0,0.0,-1,0,MIXED_DECLINE,3.9,0.97,1.09,1,4,ACCEPTED_ABOVE_RES,13,0,0,STRUCTURE_RANGE,1,0,1922,IN_VALUE,8,3,-0.13,PREMIUM,0.86,PREMIUM,0.8,REGIME_STABLE_BULL,0.167,3.0,0,0
9304,2026-01-08,0,0.0,-1,0,MIXED_DECLINE,2.59,0.37,1.01,2,7,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1923,IN_VALUE,5,3,-0.23,EQUILIBRIUM,0.36,PREMIUM,0.69,REGIME_STABLE_BULL,0.0,1.0,0,0
9314,2026-01-09,0,0.0,-1,1,GRIND_DOWN,3.2,0.36,0.95,0,9,HOLDING_SUPPORT,1,1,0,STRUCTURE_UP,1,0,1924,ACCEPTING_ABOVE_VALUE,6,3,1.19,PREMIUM,0.93,PREMIUM,0.89,REGIME_STABLE_BULL,0.167,2.0,0,0
9329,2026-01-14,0,0.0,-1,1,MIXED_DECLINE,2.05,1.02,1.14,1,2,BROKE_SUPPORT,1,1,4,STRUCTURE_RANGE,0,0,1928,IN_VALUE,6,0,0.29,PREMIUM,0.96,PREMIUM,0.97,REGIME_STABLE_BULL,-0.167,2.0,0,0
9345,2026-01-18,1,1.22,2,0,MIXED_DECLINE,2.42,0.4,1.0,0,6,ACCEPTED_ABOVE_RES,5,2,0,STRUCTURE_RANGE,1,0,1931,ACCEPTING_ABOVE_VALUE,3,3,0.79,PREMIUM,0.82,PREMIUM,1.05,REGIME_STABLE_BULL,-0.167,1.0,0,0
9368,2026-01-22,0,0.0,-1,0,MIXED_DECLINE,2.46,0.62,1.71,0,4,ACCEPTED_ABOVE_RES,2,0,5,STRUCTURE_UP,1,0,1936,ACCEPTING_ABOVE_VALUE,6,1,2.06,PREMIUM,0.98,PREMIUM,0.99,REGIME_STABLE_BULL,0.167,3.0,0,0
9390,2026-01-28,0,0.0,-1,0,MIXED_DECLINE,2.22,0.56,0.96,0,4,ACCEPTED_ABOVE_RES,5,0,3,STRUCTURE_UP,1,0,1939,IN_VALUE,7,2,0.3,PREMIUM,0.94,PREMIUM,0.88,REGIME_STABLE_BULL,-0.167,2.0,0,0
9432,2026-02-06,0,0.0,-1,0,GRIND_DOWN,3.94,0.39,0.94,0,10,HOLDING_SUPPORT,0,0,0,STRUCTURE_DOWN,0,0,1945,ACCEPTING_ABOVE_VALUE,3,4,0.64,PREMIUM,0.67,EQUILIBRIUM,0.46,REGIME_DETERIORATING,-0.333,1.0,0,1
9492,2026-02-20,0,0.0,-1,0,GRIND_DOWN,4.89,0.49,0.83,0,10,HOLDING_SUPPORT,1,0,0,STRUCTURE_DOWN,0,0,1956,ACCEPTING_ABOVE_VALUE,8,2,1.0,PREMIUM,0.97,EQUILIBRIUM,0.55,REGIME_STABLE_BULL,0.0,3.0,0,0
9504,2026-02-24,0,0.0,-1,0,MIXED_DECLINE,2.96,0.99,0.94,4,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,1957,BELOW_VALUE_REJECTED,10,2,-0.76,EQUILIBRIUM,0.58,EQUILIBRIUM,0.61,REGIME_STABLE_BULL,0.167,3.0,0,0
9512,2026-02-25,0,0.0,-1,0,MIXED_DECLINE,3.18,1.06,0.94,1,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1958,BELOW_VALUE_REJECTED,6,3,-0.21,EQUILIBRIUM,0.53,EQUILIBRIUM,0.64,REGIME_STABLE_BULL,-0.167,1.0,0,0
9523,2026-02-27,0,0.0,-1,0,NO_FLUSH,0.85,0.85,0.77,0,1,ACCEPTED_ABOVE_RES,3,3,0,STRUCTURE_DOWN,0,0,1962,ACCEPTING_ABOVE_VALUE,4,3,1.45,PREMIUM,0.91,PREMIUM,0.8,REGIME_STABLE_BULL,-0.167,1.0,0,0
9530,2026-03-02,0,0.0,-1,0,FLUSH_V,2.99,1.5,2.28,0,2,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,1963,IN_VALUE,4,5,-0.4,PREMIUM,0.66,PREMIUM,0.9,REGIME_STABLE_BULL,-0.167,2.0,0,0
9537,2026-03-03,0,0.0,-1,0,MIXED_DECLINE,4.56,0.57,2.54,0,8,BROKE_SUPPORT,0,0,10,STRUCTURE_UP,0,1,1964,IN_VALUE,3,7,0.22,EQUILIBRIUM,0.38,EQUILIBRIUM,0.66,REGIME_STABLE_BULL,-0.167,3.0,0,0
9582,2026-03-13,0,0.0,-1,0,FLUSH_V,3.13,1.57,1.34,0,2,ACCEPTED_ABOVE_RES,5,3,0,STRUCTURE_DOWN,0,0,1975,IN_VALUE,4,5,-0.0,DISCOUNT,0.26,EQUILIBRIUM,0.45,REGIME_STABLE_BULL,0.167,2.0,0,0
9628,2026-03-25,0,0.0,-1,0,MIXED_DECLINE,1.61,0.54,0.77,1,3,ACCEPTED_ABOVE_RES,6,2,1,STRUCTURE_RANGE,1,0,1984,IN_VALUE,4,5,-0.28,PREMIUM,0.72,EQUILIBRIUM,0.35,REGIME_NEUTRAL,0.0,-1.0,0,0
9646,2026-03-30,0,0.0,-1,0,MIXED_DECLINE,1.98,0.99,1.01,0,2,REJECTED_AT_RES,1,4,0,STRUCTURE_RANGE,0,0,1987,ACCEPTING_ABOVE_VALUE,6,3,0.73,PREMIUM,0.68,DISCOUNT,0.32,REGIME_STABLE_BEAR,0.167,-2.0,0,0
9727,2026-04-17,0,0.0,-1,0,MIXED_DECLINE,1.96,0.39,0.83,1,5,ACCEPTED_ABOVE_RES,4,2,0,STRUCTURE_DOWN,0,0,2005,ACCEPTING_ABOVE_VALUE,5,4,1.86,PREMIUM,0.78,PREMIUM,0.97,REGIME_DETERIORATING,-0.333,-1.0,0,0
9805,2026-05-06,0,0.0,-1,0,MIXED_DECLINE,3.74,0.62,1.01,1,6,ACCEPTED_ABOVE_RES,4,0,0,STRUCTURE_RANGE,1,0,2019,IN_VALUE,6,5,-0.13,PREMIUM,0.83,EQUILIBRIUM,0.47,REGIME_STABLE_BEAR,0.0,-2.0,0,0
